Column,Spearman Correlation,Spearman p-value,Pearson Correlation,Pearson p-value
cg07155664,0.10472207,0.000623165,0.0696651,0.023056506
cg07190917,0.12239115,6.16E-05,0.108560239,0.00038407
cg07195622,0.135023839,9.71E-06,0.077493425,0.011374696
cg07200897,0.155173403,3.56E-07,0.061408445,0.045016072
cg07209631,0.123446439,5.32E-05,0.07740369,0.01147038
cg07241568,-0.075265975,0.013970843,-0.063928334,0.036894987
cg07270175,0.158467645,1.98E-07,0.078863986,0.009998713
cg07273415,0.113035823,0.000217212,0.061110224,0.046070004
cg07281688,0.141830993,3.34E-06,0.063761465,0.037391305
cg07309361,-0.105324798,0.000572396,-0.066935382,0.028866544
cg07315445,-0.060824609,0.047098759,-0.060330535,0.048923916
cg07337598,0.068067447,0.02625972,0.060905501,0.046805453
cg07361385,0.071418972,0.019698194,0.06569007,0.031988165
cg07378350,0.119525351,9.16E-05,0.072059874,0.01862117
cg07387199,0.121468834,7.01E-05,0.080787887,0.008317148
cg07399355,0.148599161,1.10E-06,0.112715188,0.000226422
cg07409200,0.086381771,0.004768012,0.069004427,0.024258303
cg07424155,-0.12453312,4.56E-05,-0.080509513,0.008543669
cg07426960,0.081298125,0.007915844,0.064948654,0.033980566
cg07433453,0.133991151,1.14E-05,0.111696951,0.000258158
cg07440387,0.09330769,0.00233607,0.102614559,0.000811202
cg07457944,-0.062429227,0.041560998,-0.063957256,0.036809538
cg07471052,0.082916354,0.006755155,0.100472496,0.001020335
cg07472159,0.072037957,0.018657134,0.070318687,0.021674171
cg07473550,0.091161358,0.002890966,0.096661118,0.001579584
cg07475247,0.130690337,1.87E-05,0.061621241,0.044276515
cg07478100,0.149416223,9.57E-07,0.099942774,0.001085201
cg07484450,0.071168531,0.02013359,0.068286929,0.025778542
cg07494248,0.155918521,3.12E-07,0.088523574,0.003821241
cg07499806,0.061506643,0.04467351,0.082044562,0.007359945
cg07504780,0.078872314,0.009990826,0.077810069,0.011042688
cg07507271,-0.13195611,1.54E-05,-0.064142164,0.036267197
cg07520161,0.079125232,0.009753912,0.070408394,0.021506853
cg07560096,-0.066287622,0.030455958,-0.087151979,0.004405534
cg07580475,0.112329474,0.000237987,0.072727955,0.017553596
cg07595943,0.110446014,0.000304839,0.068245986,0.025937646
cg07596494,-0.107387067,0.000444417,-0.08126626,0.007940389
cg07607462,0.122467304,6.15E-05,0.070577615,0.021255124
cg07621042,0.076947951,0.01196743,0.060528039,0.048187325
cg07633499,0.168717234,2.99E-08,0.120249513,8.29E-05
cg07638871,-0.102651372,0.00083106,-0.069907312,0.023033052
cg07639720,-0.081250168,0.00795281,-0.087256,0.00435854
cg07644368,-0.065860883,0.031543583,-0.064582762,0.035002257
cg07655627,0.104311274,0.000647155,0.060899811,0.046826036
cg07675169,-0.069068742,0.024125902,-0.083505654,0.006372002
cg07696033,-0.085312945,0.005315694,-0.071734584,0.019161208
cg07705908,0.124902873,4.33E-05,0.096241742,0.00165589
cg07714534,0.1850733,1.14E-09,0.096013653,0.0016988
cg07719512,0.07196,0.018785547,0.096726601,0.001567965
cg07736705,-0.082693284,0.006905503,-0.076632358,0.012322713
cg07740640,0.080876636,0.008246067,0.076905147,0.012015079
cg07740989,0.148467922,1.12E-06,0.103119429,0.000746634
cg07745434,-0.074973566,0.014347801,-0.073049764,0.017058754
cg07780979,0.073421407,0.016502529,0.089921928,0.003298792
cg07790638,0.110098813,0.000316478,0.093541535,0.002233995
cg07817698,0.092126509,0.002605823,0.061774323,0.043750843
cg07819926,0.063977943,0.036748522,0.064913127,0.034078639
cg07820214,0.154233969,4.19E-07,0.133125576,1.30E-05
cg07842062,0.092166142,0.002606816,0.068753656,0.024848453
cg07850221,0.14797017,1.22E-06,0.124376528,4.66E-05
cg07864297,0.085132378,0.00541363,0.081608891,0.007679996
cg07883333,0.118412899,0.000106517,0.122096124,6.42E-05
cg07886712,0.080907262,0.008221665,0.060721573,0.04747459
cg07890954,0.086112532,0.004900945,0.079784679,0.00915954
cg07897193,-0.098701707,0.001252365,-0.060736714,0.047419206
cg07906495,0.139877802,4.56E-06,0.086310266,0.004802995
cg07935151,0.06129283,0.045422227,0.086710976,0.004609904
cg07959896,0.148695764,1.09E-06,0.093255034,0.002316126
cg07962043,0.080504342,0.008579069,0.069007818,0.024318173
cg07965839,0.120748255,7.74E-05,0.085881983,0.005017426
cg07967308,0.140508506,4.17E-06,0.136987765,7.24E-06
cg07979357,0.174108753,1.05E-08,0.133774364,1.17E-05
cg07979752,0.12005975,0.000101571,0.095760083,0.001961308
cg07990939,0.1402608,4.29E-06,0.080276554,0.008737451
cg07992625,0.104346533,0.000652039,0.081761249,0.007623507
cg08003742,-0.094078987,0.002105981,-0.10312427,0.000746203
cg08025786,0.077899882,0.010950096,0.09979342,0.001104166
cg08032971,0.102959228,0.000761038,0.094165733,0.00208596
cg08039281,0.114356962,0.000182841,0.071400401,0.019730196
cg08045757,0.067548139,0.027429182,0.091657453,0.002741028
cg08047457,-0.090591394,0.003072433,-0.064436438,0.035418109
cg08056146,-0.08463738,0.005690502,-0.078132021,0.010713957
cg08084415,0.147092631,1.41E-06,0.093666585,0.00220359
cg08095532,0.137645244,6.47E-06,0.102506157,0.00080318
cg08096010,0.068192267,0.025985132,0.082033512,0.007367913
cg08096038,0.085615568,0.005155137,0.124252249,4.75E-05
cg08096946,0.107074216,0.000461942,0.081916582,0.007452699
cg08097882,-0.083518563,0.006363832,-0.071387669,0.019752161
cg08101172,-0.083631257,0.006292907,-0.064817906,0.034342694
cg08108641,0.070957417,0.020507105,0.070753592,0.020873437
cg08109646,0.10979167,0.000333304,0.073220786,0.016903991
cg08113913,-0.10866174,0.000379225,-0.064888852,0.034145791
cg08132767,0.098011724,0.001355271,0.07153204,0.019504329
cg08151470,0.139024049,5.32E-06,0.060534809,0.048373185
cg08156349,-0.087248533,0.004361898,-0.06384845,0.037131883
cg08158331,0.147016456,1.43E-06,0.085807946,0.005055359
cg08176694,0.061356384,0.045198583,0.086417021,0.004750851
cg08186124,0.082606024,0.006965128,0.127476964,2.99E-05
cg08198102,0.069524144,0.02327101,0.062791897,0.040482897
cg08205655,0.136051771,8.29E-06,0.064816592,0.034346351
cg08205865,0.072570645,0.017853747,0.078975114,0.009928723
cg08209724,0.194139621,1.64E-10,0.167179456,4.00E-08
cg08214029,0.094341236,0.002045987,0.073860729,0.01586558
cg08233088,0.123669459,5.15E-05,0.090246203,0.003187319
cg08247612,0.06139906,0.045048927,0.081297985,0.007915951
cg08258650,-0.073934202,0.015761189,-0.066765644,0.029275979
cg08293367,0.14706789,1.42E-06,0.10594474,0.000530713
cg08304608,0.19146172,2.93E-10,0.158303193,2.04E-07
cg08315770,-0.075645361,0.013494786,-0.09241069,0.002526899
cg08319238,0.112881522,0.0002216,0.086406955,0.004755746
cg08335125,0.128825387,2.48E-05,0.121778638,6.77E-05
cg08338368,0.070530307,0.021281267,0.094686527,0.001969384
cg08343943,0.197989719,6.97E-11,0.12325393,5.46E-05
cg08348962,0.069764219,0.023845971,0.065482716,0.033953832
cg08358671,0.174850065,9.26E-09,0.119166943,9.69E-05
cg08367026,-0.088000708,0.004035137,-0.065812262,0.03166959
cg08367838,0.116937618,0.000130863,0.079758276,0.009215591
cg08368934,0.089543347,0.003433412,0.071067292,0.020311962
cg08376864,0.140053208,4.43E-06,0.084007039,0.00606151
cg08402568,0.078141086,0.010704829,0.125418943,4.02E-05
cg08404225,0.11138467,0.000268696,0.09351416,0.002240702
cg08412305,-0.125834567,3.82E-05,-0.091571968,0.002779129
cg08417687,0.16122859,1.21E-07,0.081882244,0.007477762
cg08433095,0.089140185,0.003582247,0.100794181,0.000982712
cg08434396,0.085091361,0.005436102,0.090892287,0.00297538
cg08441170,-0.067652505,0.027262983,-0.078700569,0.010190102
cg08461397,0.117017532,0.000128528,0.081910614,0.007457049
cg08475088,0.098146781,0.001334534,0.069786451,0.022690331
cg08493463,0.115144265,0.000166033,0.087638018,0.004207665
cg08524221,0.132976117,1.33E-05,0.085111762,0.005424915
cg08525207,0.133437671,1.24E-05,0.078931942,0.009934515
cg08529259,0.147373321,1.35E-06,0.068155835,0.02606502
cg08552121,0.155043572,3.64E-07,0.094329687,0.002048596
cg08552254,0.119022849,9.81E-05,0.08632895,0.004793831
cg08553339,-0.095283573,0.001843106,-0.062169663,0.042417574
cg08554462,0.124259766,4.74E-05,0.085925609,0.004995195
cg08555924,0.10015011,0.001070978,0.082452989,0.007124743
cg08592230,-0.094692196,0.001968149,-0.060863998,0.046955747
cg08603768,0.078345755,0.010500551,0.080902543,0.00822542
cg08613513,0.160084586,1.48E-07,0.094483159,0.002014177
cg08618113,0.083138824,0.006608143,0.062412549,0.041615593
cg08626653,0.076535581,0.012433514,0.076072655,0.012975804
cg08626943,0.13968508,4.70E-06,0.080775775,0.008326891
cg08647727,0.15391409,4.43E-07,0.117871751,0.000114594
cg08667721,0.101790834,0.00087414,0.062838156,0.040241198
cg08680085,0.061372517,0.045141961,0.08024129,0.008767124
cg08693206,-0.110150664,0.000316464,-0.083199094,0.006594232
cg08695223,0.082038571,0.007364264,0.071981525,0.018750013
cg08707063,0.142590455,2.95E-06,0.09224975,0.002571323
cg08708323,-0.064502665,0.035229373,-0.065678154,0.032019379
cg08709276,0.150527398,7.93E-07,0.131869324,1.57E-05
cg08711724,0.135147192,9.53E-06,0.089665011,0.003389614
cg08719081,0.086719868,0.0046057,0.067477675,0.027591272
cg08722104,0.114482633,0.000179852,0.06671063,0.029409749
cg08724636,-0.126146342,3.62E-05,-0.096881123,0.001540859
cg08728865,0.076788192,0.012146131,0.063606644,0.037856848
cg08733774,0.14013175,4.38E-06,0.096867487,0.001543233
cg08749917,0.083361746,0.006463722,0.09067408,0.003045479
cg08769044,0.0656821,0.032089873,0.065108417,0.033625905
cg08772206,0.112639794,0.000228641,0.088987898,0.003639975
cg08793459,0.180021953,3.24E-09,0.127328607,3.05E-05
cg08794192,0.073140484,0.016921482,0.081306126,0.007909691
cg08798116,0.08510677,0.00542765,0.064039877,0.03656636
cg08849126,-0.069120844,0.024019101,0.099221132,0.001179705
cg08860143,0.106852231,0.000483614,0.077725572,0.011244929
cg08866753,0.0684116,0.025577882,0.063873606,0.037146217
cg08871016,0.15542905,3.40E-07,0.111025398,0.000281318
cg08872742,-0.078817904,0.010042457,-0.074224349,0.01535482
cg08876470,0.126040721,3.68E-05,0.078990491,0.009879497
cg08876665,0.154874778,3.75E-07,0.070977286,0.020471697
cg08878352,0.112976925,0.000218877,0.098497613,0.001282028
cg08880153,0.068550753,0.025278937,0.071160717,0.020206002
cg08918431,0.134961776,9.80E-06,0.104423504,0.000638451
cg08927489,0.13398014,1.14E-05,0.150464833,8.02E-07
cg08948050,0.114324742,0.000183615,0.087885409,0.00408374
cg08965527,0.151781991,6.40E-07,0.11013678,0.00031496
cg08987989,0.097901622,0.001386801,0.073552389,0.016411335
cg08992050,0.162372674,9.92E-08,0.089916676,0.003315367
cg09002774,0.138442652,5.72E-06,0.100186286,0.001054923
cg09013626,0.154206737,4.21E-07,0.08564798,0.005138203
cg09015232,0.086815375,0.004560764,0.066568048,0.029758888
cg09018824,0.130722741,1.86E-05,0.124325805,4.70E-05
cg09034896,0.107557123,0.000435153,0.069861731,0.022544139
cg09047884,0.166503696,4.55E-08,0.119459824,9.24E-05
cg09076077,0.063596352,0.037887969,0.089608892,0.003409753
cg09089053,0.102277922,0.000825219,0.078780872,0.010077733
cg09109996,0.086086322,0.004934311,0.063180677,0.039255548
cg09126273,-0.063527206,0.038097622,-0.101672092,0.000886466
cg09144196,0.128224847,2.68E-05,0.116558148,0.000136666
cg09144786,0.108556679,0.000384241,0.115348229,0.00016048
cg09147827,0.112018687,0.000249379,0.097387532,0.001462559
cg09150232,0.093769129,0.002200035,0.077248671,0.011716137
cg09155025,0.06084621,0.047020287,0.071307742,0.019890545
cg09164559,0.106164213,0.000516646,0.075168442,0.014095595
cg09169633,0.12080215,7.69E-05,0.063129261,0.039323445
cg09175724,-0.064722912,0.034607859,-0.070190693,0.021914858
cg09186006,-0.070393328,0.021534875,-0.079620909,0.009304056
cg09196942,0.103036987,0.000754015,0.090734409,0.00302595
cg09201719,0.082914749,0.006782206,0.07910716,0.009805147
cg09202373,0.08921849,0.003552889,0.078827402,0.010033428
cg09214920,0.172314207,1.50E-08,0.150537719,7.92E-07
cg09222115,0.080529386,0.008527317,0.094662617,0.001974603
cg09222791,0.108458285,0.000388994,0.093132488,0.002336153
cg09229960,0.118903761,9.97E-05,0.106350784,0.000504961
cg09245073,0.083958655,0.006090868,0.077266893,0.011617619
cg09245378,-0.099537537,0.001137371,-0.07448126,0.015002719
cg09253125,0.10110768,0.000947285,0.060741816,0.047400554
cg09260089,-0.072487045,0.018203925,-0.066017363,0.031539842
cg09261262,0.119661707,8.99E-05,0.096668473,0.001578275
cg09276355,0.112440949,0.000234589,0.071745041,0.019143637
cg09277365,0.124533804,4.56E-05,0.091745679,0.002715118
cg09299388,0.061891399,0.043352376,0.075560394,0.013600142
cg09375488,0.066893906,0.02911746,0.061458362,0.045043343
cg09378691,0.110943023,0.00028429,0.063359106,0.03861142
cg09378940,0.145258311,1.91E-06,0.092698052,0.002449316
cg09382492,0.095461946,0.001806846,0.08798062,0.004043567
cg09405083,0.141065285,3.77E-06,0.083336321,0.006480049
cg09410845,0.142435037,3.06E-06,0.067302449,0.028071757
cg09423836,0.063595134,0.037891655,0.063687889,0.037611937
cg09424896,0.078187868,0.010657827,0.081305705,0.007910015
cg09431062,-0.185356605,1.08E-09,-0.11675448,0.00013313
cg09435090,0.179681359,3.47E-09,0.14456114,2.15E-06
cg09440340,0.076048312,0.013047599,0.065203458,0.033367175
cg09447105,0.063185043,0.039149626,0.076002501,0.013059783
cg09456329,-0.110419945,0.000303852,-0.077205706,0.011684018
cg09469394,0.17198661,1.60E-08,0.114207723,0.000186451
cg09494188,0.07500036,0.014358729,0.086330901,0.004812728
cg09507928,0.161864867,1.07E-07,0.118194759,0.000109706
cg09509576,-0.079288929,0.009603251,-0.062525393,0.041247379
cg09513026,0.109253597,0.000352094,0.090183226,0.003208696
cg09516965,-0.069133454,0.023993313,-0.067254292,0.028110586
cg09523691,0.069263955,0.023727851,0.070669227,0.021026723
cg09528351,0.071847915,0.018971527,0.079201485,0.009683472
cg09539408,-0.076667504,0.012282691,-0.068448446,0.025429324
cg09584711,0.114960211,0.000168908,0.096730859,0.001567212
cg09593402,0.150215548,8.46E-07,0.067651021,0.027266369
cg09604203,-0.072724043,0.017559688,-0.08016421,0.008832296
cg09616556,0.075616376,0.013530645,0.093687365,0.002198574
cg09626984,-0.081295014,0.007918237,-0.075530827,0.013636973
cg09645888,-0.068909646,0.024454568,-0.089530778,0.003437966
cg09658342,0.181467817,2.41E-09,0.081955066,0.007424698
cg09663323,0.125219151,4.17E-05,0.11401617,0.000192518
cg09676390,0.090553067,0.003085,0.080138822,0.008853857
cg09685104,-0.102148892,0.000837925,-0.102772758,0.000778128
cg09686308,0.063650693,0.037723894,0.065289994,0.033050497
cg09686635,0.123096439,5.59E-05,0.070974788,0.020476145
cg09699159,0.095501531,0.001798889,0.076368092,0.012627358
cg09730349,0.091309901,0.003147536,0.062098537,0.044856498
cg09747578,0.172594094,1.42E-08,0.117113516,0.000126886
cg09750183,0.072387352,0.018090981,0.064001229,0.036679942
cg09755102,0.139567111,4.79E-06,0.172396728,1.47E-08
cg09757277,0.088402055,0.004023432,0.066106399,0.031632134
cg09775312,-0.071579375,0.019423664,-0.080498046,0.008553117
cg09788239,0.17244076,1.46E-08,0.097897336,0.001373065
cg09793866,0.08412828,0.006012154,0.089642056,0.003412928
cg09799714,0.091709503,0.002725715,0.079260611,0.009629165
cg09800519,-0.104469503,0.000634915,-0.070896146,0.020616634
cg09822907,0.065700178,0.031961708,0.093651307,0.002207284
cg09829319,-0.08078696,0.008317894,-0.090286137,0.003173831
cg09830866,-0.07160545,0.019436445,-0.078043719,0.010840432
cg09847234,0.10906455,0.000360557,0.093875256,0.002153694
cg09867835,-0.084867613,0.005560175,-0.063452592,0.038324958
cg09869791,0.091618598,0.00275251,0.067103556,0.028465746
cg09869858,0.108306649,0.000396427,0.120782316,7.71E-05
cg09871043,0.126332684,3.53E-05,0.077270763,0.011613432
cg09874127,-0.060976814,0.046548155,-0.060785606,0.047240729
cg09874600,0.152946982,5.24E-07,0.085744273,0.005088188
cg09875273,0.124159737,4.81E-05,0.074004732,0.015661548
cg09878269,0.168668143,3.02E-08,0.11065204,0.000295022
cg09881917,0.167196696,3.99E-08,0.063714483,0.037532061
cg09890200,0.062778211,0.040432419,0.067792845,0.02687264
cg09898548,0.097789489,0.001397299,0.085104981,0.005450531
cg09918512,0.138729825,5.46E-06,0.0968462,0.001546947
cg09923855,0.117540733,0.000119816,0.119666662,8.98E-05
cg09932694,0.156778873,2.68E-07,0.076486018,0.012490601
cg09936839,0.073474737,0.01642403,0.062299674,0.041986683
cg09941381,0.115086686,0.000167297,0.063352416,0.038723515
cg09949775,-0.084670933,0.005671339,-0.098497554,0.001282036
cg09952204,-0.081515672,0.007778959,-0.108228416,0.000402846
cg09952620,0.104416474,0.000638993,0.072313471,0.018209428
cg09983885,0.083083196,0.006644632,0.081703189,0.007609686
cg09984370,0.142841148,2.84E-06,0.112917205,0.000220578
cg10021735,0.066968923,0.029470812,0.069102414,0.02466219
cg10035272,0.128466665,2.59E-05,0.097812828,0.001386349
cg10035922,0.114548371,0.000178307,0.066523363,0.029869037
cg10040059,0.119871195,8.73E-05,0.097101286,0.001502982
cg10049535,0.064492548,0.03604197,0.083209701,0.006794142
cg10057218,0.119284108,9.46E-05,0.094417778,0.002028775
cg10058540,0.100510664,0.001115132,0.068936879,0.025566045
cg10062065,0.070036206,0.022208455,0.079930951,0.009032161
cg10065130,-0.084575946,0.005725739,-0.062442836,0.041516494
cg10071275,0.121915598,6.59E-05,0.10918985,0.000354927
cg10124491,0.133666855,1.21E-05,0.078562306,0.010324036
cg10128164,-0.062145688,0.042497438,-0.077098657,0.011800992
cg10128868,-0.080315005,0.008736775,-0.073923588,0.015825453
cg10158711,-0.079674571,0.00925648,-0.06519777,0.033299613
cg10164137,0.073688907,0.016112078,0.099790906,0.001104488
cg10184886,0.117342022,0.00012488,0.084248078,0.005964099
cg10203523,0.106820194,0.000476643,0.071075933,0.020296684
cg10207787,0.163329425,8.21E-08,0.128047338,2.75E-05
cg10211252,-0.079525689,0.00938901,-0.062635543,0.040890617
cg10212621,0.066774452,0.029254611,0.072893529,0.017297448
cg10215570,0.123690272,5.14E-05,0.126291845,3.55E-05
cg10221501,0.092006113,0.002639934,0.084598564,0.005712743
cg10234776,0.126745083,3.32E-05,0.079813391,0.009134411
cg10272885,-0.077076222,0.011865434,-0.064667666,0.034848271
cg10274830,0.120356297,8.17E-05,0.071451766,0.019641793
cg10294200,0.1860861,9.24E-10,0.116105412,0.000145158
cg10299667,-0.099740611,0.001110945,-0.065456479,0.032604817
cg10318351,0.094329903,0.002048547,0.104157014,0.000659298
cg10321196,0.071979822,0.018752822,0.072533224,0.017859096
cg10321208,0.15962528,1.61E-07,0.066979599,0.028760698
cg10335931,0.142943317,2.79E-06,0.110774118,0.000290474
cg10343901,-0.103353379,0.000726053,-0.098960289,0.001215692
cg10373645,-0.114302314,0.000184155,-0.073462148,0.01644253
cg10384134,0.12926856,2.30E-05,0.072170162,0.018441117
cg10387901,0.142279332,3.11E-06,0.091721855,0.002722093
cg10392768,0.160286982,1.43E-07,0.103260206,0.000734186
cg10399369,-0.105016256,0.000594258,-0.091462316,0.002799138
cg10415235,0.133853275,1.16E-05,0.093352092,0.002280789
cg10432620,-0.106948215,0.000472082,-0.091621307,0.002764435
cg10447080,0.071802985,0.019046529,0.086512734,0.004704536
cg10451565,0.107697509,0.000430321,0.075646166,0.013537683
cg10458581,0.076362167,0.012634265,0.065088107,0.033597925
cg10481740,0.087464391,0.004265756,0.066860656,0.029046185
cg10486998,-0.06802384,0.026356239,-0.074761804,0.014626358
cg10494773,0.084925228,0.005639971,0.075799671,0.013523943
cg10500167,0.07424788,0.015322272,0.076727219,0.012214954
cg10500283,0.080651367,0.008427559,0.079077068,0.009798639
cg10503138,0.066901075,0.028948901,0.065891892,0.031463445
cg10524983,0.132887287,1.34E-05,0.073667832,0.016142542
cg10525372,0.077731812,0.011123932,0.069411989,0.023429808
cg10526888,0.082550336,0.007003421,0.089555299,0.003429087
cg10537079,0.102263483,0.000826632,0.064756002,0.034515294
cg10545682,0.100638597,0.001000746,0.064322437,0.035745012
cg10568944,0.074883176,0.014466126,0.062467444,0.041436123
cg10569616,0.107303548,0.000451828,0.148871335,1.06E-06
cg10602543,0.073143575,0.016916823,0.093178613,0.002324424
cg10604646,0.071674332,0.019262724,0.067269441,0.028075105
cg10624768,0.140987036,3.82E-06,0.096303199,0.0016445
cg10634217,0.084867097,0.005560463,0.06615172,0.030798784
cg10634358,0.081008261,0.008141645,0.081204319,0.007988297
cg10635061,0.060942747,0.046670923,0.081884035,0.007476453
cg10645113,0.069319351,0.023615937,0.095156701,0.001869301
cg10646402,-0.072122914,0.018518067,-0.089288068,0.003526986
cg10661591,0.127458515,3.00E-05,0.097461694,0.001442822
cg10677144,0.083655933,0.006277472,0.06444485,0.035394089
cg10704923,0.129634177,2.18E-05,0.106765559,0.000479861
cg10707565,0.099717247,0.001113956,0.102081501,0.000844633
cg10716607,0.114530847,0.000178718,0.062576326,0.041082086
cg10735116,-0.093713662,0.002192241,-0.065025608,0.033768958
cg10740670,0.143895996,2.39E-06,0.068719477,0.024852506
cg10749011,-0.083877106,0.006140639,-0.063069318,0.039510961
cg10749413,0.109934621,0.000323122,0.110851464,0.000287626
cg10769011,0.109686265,0.000333419,0.121359401,7.12E-05
cg10773309,0.060402303,0.048655173,0.101026677,0.000956324
cg10775273,-0.076637146,0.012317254,-0.094051376,0.00211239
cg10778619,-0.068446363,0.025433801,-0.070072952,0.022138313
cg10783042,0.07066011,0.021043347,0.064829534,0.034310356
cg10784785,0.072810223,0.017425913,0.094666003,0.001973863
cg10784813,-0.075584121,0.013570649,-0.076489069,0.01248708
cg10786622,-0.083825752,0.006172169,-0.075056944,0.014239412
cg10810921,-0.090820779,0.002998188,-0.063579169,0.037939979
cg10823157,0.06497814,0.034491856,0.084850471,0.005728142
cg10832166,0.10638283,0.000502979,0.070736674,0.020904098
cg10834677,0.130205711,2.00E-05,0.092268817,0.002566023
cg10840135,0.076201323,0.012823019,0.104804118,0.000609737
cg10874403,0.076590876,0.012703288,0.086499961,0.004869697
cg10878307,0.08560745,0.005159386,0.077064589,0.011838437
cg10895130,0.098646034,0.001260393,0.065346601,0.032898379
cg10906135,0.068570682,0.02516776,0.076939613,0.011976698
cg10922622,0.172983259,1.31E-08,0.117223287,0.000125033
cg10923408,0.073237823,0.016775272,0.089592998,0.003415476
cg10934032,0.069537334,0.023179986,0.062943967,0.039905535
cg10935064,0.129325477,2.28E-05,0.089504013,0.003447682
cg10935723,0.103846277,0.000684404,0.095310746,0.001837539
cg10942056,0.095865251,0.001727264,0.097152158,0.001494353
cg10968815,0.099116583,0.001200406,0.076785256,0.012190042
cg10970251,-0.0834009,0.00643865,-0.093489343,0.002246798
cg10971790,-0.100003054,0.001077632,-0.076046771,0.013006732
cg10978402,-0.118537981,0.000104728,-0.098198097,0.001326733
cg10989326,0.073126754,0.016994032,0.075778379,0.013374796
cg11010122,0.171903705,1.62E-08,0.079844318,0.009107412
cg11011602,0.121159,7.32E-05,0.071572174,0.019435917
cg11017269,0.112539517,0.000231623,0.092108625,0.002610864
cg11034784,-0.115738277,0.000152407,-0.063336865,0.038679835
cg11039072,0.117648276,0.000118095,0.08091541,0.008215183
cg11041457,0.117445691,0.000143774,0.099153039,0.001344715
cg11042320,0.077964377,0.010884031,0.061325587,0.045306842
cg11044823,0.150509497,8.05E-07,0.089639425,0.003413876
cg11062095,0.095661358,0.001802788,0.061707251,0.044379891
cg11074362,0.084665295,0.006024564,0.125583332,4.45E-05
cg11079619,0.066005074,0.031172421,0.060387862,0.048709149
cg11084020,0.163451247,8.03E-08,0.120829234,7.66E-05
cg11084035,0.114042863,0.000190516,0.077176534,0.011715792
cg11100802,-0.085038224,0.005465339,-0.071333016,0.019846695
cg11147886,-0.111268732,0.00027271,-0.084476073,0.005783445
cg11151811,-0.070500965,0.021335373,-0.068781681,0.024721729
cg11151820,0.163070454,8.61E-08,0.124704058,4.45E-05
cg11157872,0.109199038,0.000354517,0.071857541,0.018955492
cg11158374,0.138525582,5.64E-06,0.125985242,3.71E-05
cg11158430,0.077438146,0.011472361,0.083515777,0.006390399
cg11170796,0.061057377,0.046258913,0.069164553,0.023929821
cg11212312,0.144034868,2.34E-06,0.11067242,0.000294258
cg11216616,0.152035598,6.13E-07,0.093888197,0.002150634
cg11221132,0.087852436,0.004097737,0.097767024,0.001393598
cg11225410,-0.072510042,0.017895773,-0.078423699,0.01042367
cg11233153,0.095320986,0.001844585,0.076354439,0.012685104
cg11250247,0.170388724,2.17E-08,0.080788202,0.008316895
cg11260848,-0.073030143,0.01714073,-0.073368642,0.016631551
cg11296937,-0.094398772,0.002042977,-0.063326391,0.038803743
cg11316784,-0.088001094,0.004034975,-0.063619685,0.037817446
cg11328149,0.103152336,0.000743707,0.106275644,0.000509637
cg11337525,0.143068414,2.73E-06,0.071848351,0.0189708
cg11360768,-0.148467967,1.12E-06,-0.076247319,0.012768789
cg11368578,0.167956296,3.46E-08,0.128156453,2.71E-05
cg11371394,0.153307611,4.92E-07,0.096126496,0.001677445
cg11372696,0.084763294,0.005618889,0.073097087,0.016987026
cg11373746,0.138586902,5.59E-06,0.078055263,0.010791532
cg11375622,0.103135084,0.00074524,0.111864291,0.000252671
cg11377136,-0.077776965,0.011076991,-0.097625984,0.001416141
cg11378840,-0.121611158,6.87E-05,-0.076584718,0.012377146
cg11389172,-0.08102951,0.008124898,-0.093694692,0.002196808
cg11394644,0.140666557,4.02E-06,0.067060763,0.028567275
cg11422541,0.107534032,0.0004364,0.116812896,0.000132095
cg11429632,0.175647885,7.78E-09,0.1061894,0.000515054
cg11438428,-0.076708367,0.012236302,-0.08350286,0.006373771
cg11443787,0.133328875,1.26E-05,0.075010817,0.014299286
cg11453347,0.164309648,6.85E-08,0.117354254,0.000122855
cg11458974,0.119464789,9.23E-05,0.08659585,0.004664649
cg11465372,0.085518135,0.005206346,0.075507297,0.013666347
cg11466908,0.07741116,0.011462388,0.065089732,0.033593487
cg11467738,-0.115226428,0.000163082,-0.093773948,0.002177787
cg11476211,-0.111973724,0.000249143,-0.095551988,0.001788792
cg11485602,-0.097443508,0.001445804,-0.073058554,0.017045411
cg11494699,0.067441973,0.027673711,0.061656583,0.044154684
cg11532513,0.080403067,0.008726202,0.076824385,0.012227346
cg11538128,-0.087612084,0.004201085,-0.086599156,0.004663068
cg11539173,-0.063364381,0.038595206,-0.061939248,0.043190404
cg11547724,0.094679066,0.001971012,0.086334465,0.00479113
cg11554605,0.117633837,0.000118325,0.08388651,0.006134881
cg11560403,0.063518306,0.038124681,0.065194384,0.033308791
cg11579069,0.103215355,0.000738131,0.087626654,0.004194754
cg11591325,-0.061083178,0.046166601,-0.080664126,0.008417185
cg11592951,-0.167848872,3.53E-08,-0.101911653,0.000861761
cg11595749,-0.106731235,0.000481893,-0.064191862,0.036122595
cg11611600,-0.064948711,0.033980409,-0.081828977,0.007516793
cg11617144,-0.113865416,0.000194985,-0.105226568,0.000579274
cg11628026,0.154925459,3.71E-07,0.090927992,0.002964051
cg11628034,0.10508823,0.00058909,0.078495564,0.01035323
cg11628487,0.155204499,3.54E-07,0.104526276,0.000630576
cg11646757,0.135636454,8.84E-06,0.075631234,0.013512253
